,features,importance_vals
170,R.HSA.3214815,0.0581939312198665
78,R.HSA.2559586,0.049642480259062725
76,R.HSA.5334118,0.040079109784564936
300,R.HSA.2559582,0.03279095324978698
400,R.HSA.201722,0.03266231319634244
175,R.HSA.73777,0.029137094729812817
407,R.HSA.977225,0.02787292179011274
403,R.HSA.3247509,0.024686616139370017
442,R.HSA.2691232,0.024586243978410492
74,R.HSA.212300,0.023341982480633305
172,R.HSA.427413,0.021637594150815856
305,R.HSA.2559580,0.021319289482198654
774,hsa.mir.31,0.02082233644745429
55,R.HSA.5617472,0.019691115541700128
325,R.HSA.5663220,0.01966457467118744
69,R.HSA.5250924,0.018301757161389105
521,R.HSA.190840,0.018172788359515836
409,R.HSA.171306,0.01774322576064151
251,R.HSA.606279,0.01754006948409369
315,R.HSA.5576894,0.01746042355242025
402,R.HSA.3214842,0.0173688896803651
227,R.HSA.2644606,0.01619870173606614
128,R.HSA.1482801,0.016117987661855297
275,R.HSA.4641262,0.01575289184344001
522,R.HSA.190861,0.015665153370355255
361,R.HSA.72649,0.015053181951952866
514,R.HSA.3000170,0.014405210439290385
219,R.HSA.193648,0.014244267728645354
79,R.HSA.3214847,0.014074261690839194
572,R.HSA.3000480,0.013873003713961225
43,R.HSA.72163,0.01380861078738235
314,R.HSA.5576892,0.01351015045263921
450,R.HSA.4615885,0.013487443544618146
296,R.HSA.176408,0.013359727981614923
398,R.HSA.983170,0.01333452745107934
150,R.HSA.3214841,0.013138869155663997
127,R.HSA.1482788,0.013112075268290937
277,R.HSA.70895,0.0127438531286316
194,R.HSA.167243,0.012631815872591688
3,R.HSA.418555,0.012616875184467063
375,R.HSA.5654695,0.012373282271437348
319,R.HSA.1650814,0.012317051392747089
1000,hsa.mir.4658,0.012173531235330302
271,R.HSA.201681,0.012169960152823478
269,R.HSA.2029482,0.012023558033106382
520,R.HSA.5674400,0.01195941765938187
720,hsa.mir.202,0.011842673691880919
94,R.HSA.456926,0.0117516302508011
498,R.HSA.192823,0.01166400221933145
140,R.HSA.6799198,0.011638870619935914
1441,hsa.mir.95,0.01153626979648834
245,R.HSA.201451,0.011521541665570113
59,R.HSA.611105,0.011470508153142872
399,R.HSA.1266695,0.011280194037208275
123,R.HSA.114608,0.011240109070895414
480,R.HSA.5625740,0.011080177170224487
417,R.HSA.1855204,0.01107769827300217
203,R.HSA.72203,0.010821809801855124
1,R.HSA.418594,0.010798277214635164
334,R.HSA.140837,0.0106872689636657
1392,hsa.mir.7112,0.010682884184279828
126,R.HSA.5674135,0.010583089752763043
327,R.HSA.1483191,0.010546934480989876
0,R.HSA.1989781,0.01048570167091384
421,R.HSA.933541,0.010432476791465887
51,R.HSA.912446,0.010392064869520254
340,R.HSA.211935,0.010385647534349118
102,R.HSA.373753,0.010354265325477173
239,R.HSA.111465,0.010352816705126316
463,R.HSA.1236978,0.010342749776900745
404,R.HSA.427359,0.0103082397406979
268,R.HSA.202433,0.01029746555534075
1393,hsa.mir.7113,0.010255698130931705
354,R.HSA.5620924,0.010227175769032329
898,hsa.mir.378d.1,0.010208498688225518
343,R.HSA.982772,0.010182280702283606
230,R.HSA.400253,0.010089452554739182
255,R.HSA.5357905,0.010066334962757537
58,R.HSA.5628897,0.010047896924661473
244,R.HSA.2173796,0.009879118692842893
297,R.HSA.176409,0.009875829114753288
39,R.HSA.6783310,0.009821413859172026
440,R.HSA.3295583,0.00978524943056982
252,R.HSA.2408557,0.009704535146593116
410,R.HSA.5693571,0.009688623496913351
814,hsa.mir.3193,0.009663585234811763
107,R.HSA.3928664,0.009580075382255018
715,hsa.mir.196b,0.009518812136270753
346,R.HSA.5419276,0.009489040748740081
220,R.HSA.1170546,0.009452397392306012
856,hsa.mir.3613,0.009398441841688055
564,R.HSA.975577,0.009380045075486123
796,hsa.mir.3158.1,0.00936613099904207
308,R.HSA.1368082,0.009069948290016328
509,R.HSA.352230,0.009057481337949867
21,R.HSA.2142691,0.009031306653050707
406,R.HSA.73728,0.008955731082241982
336,R.HSA.2022090,0.008855765855787467
54,R.HSA.429947,0.008740156527637736
756,hsa.mir.27b,0.008722386313747848
