ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000160216,1-acylglycerol-3-phosphate O-acyltransferase 3(AGPAT3),Homo sapiens,"R-HSA-1483166:R-HSA-1483166,R-HSA-75109:R-HSA-75109,"
ENSG00000026652,1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4),Homo sapiens,"R-HSA-1483166:R-HSA-1483166,R-HSA-75109:R-HSA-75109,"
ENSG00000089127,2'-5'-oligoadenylate synthetase 1(OAS1),Homo sapiens,"R-HSA-877300:R-HSA-877300,R-HSA-909733:R-HSA-909733,"
ENSG00000181915,2-aminoethanethiol dioxygenase(ADO),Homo sapiens,"R-HSA-1614558:R-HSA-1614558,"
ENSG00000112972,3-hydroxy-3-methylglutaryl-CoA synthase 1(HMGCS1),Homo sapiens,"R-HSA-191273:R-HSA-191273,R-HSA-1989781:R-HSA-1989781,R-HSA-2426168:R-HSA-2426168,"
ENSG00000158104,4-hydroxyphenylpyruvate dioxygenase(HPD),Homo sapiens,"R-HSA-71182:R-HSA-71182,"
ENSG00000205309,"5',3'-nucleotidase, mitochondrial(NT5M)",Homo sapiens,"R-HSA-73621:R-HSA-73621,"
ENSG00000076685,"5'-nucleotidase, cytosolic II(NT5C2)",Homo sapiens,"R-HSA-2161541:R-HSA-2161541,R-HSA-74259:R-HSA-74259,"
ENSG00000123836,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2(PFKFB2)",Homo sapiens,"R-HSA-70171:R-HSA-70171,"
ENSG00000143322,"ABL proto-oncogene 2, non-receptor tyrosine kinase(ABL2)",Homo sapiens,"R-HSA-428890:R-HSA-428890,"
ENSG00000143537,ADAM metallopeptidase domain 15(ADAM15),Homo sapiens,"R-HSA-1474228:R-HSA-1474228,"
ENSG00000104755,ADAM metallopeptidase domain 2(ADAM2),Homo sapiens,"R-HSA-1300644:R-HSA-1300644,"
ENSG00000166106,ADAM metallopeptidase with thrombospondin type 1 motif 15(ADAMTS15),Homo sapiens,"R-HSA-5173214:R-HSA-5173214,"
ENSG00000145536,ADAM metallopeptidase with thrombospondin type 1 motif 16(ADAMTS16),Homo sapiens,"R-HSA-1474228:R-HSA-1474228,R-HSA-5173214:R-HSA-5173214,"
ENSG00000197859,ADAMTS like 2(ADAMTSL2),Homo sapiens,"R-HSA-5173214:R-HSA-5173214,"
ENSG00000175548,"ALG10B, alpha-1,2-glucosyltransferase(ALG10B)",Homo sapiens,"R-HSA-446193:R-HSA-446193,"
ENSG00000172339,"ALG14, UDP-N-acetylglucosaminyltransferase subunit(ALG14)",Homo sapiens,"R-HSA-446193:R-HSA-446193,R-HSA-5633231:R-HSA-5633231,"
ENSG00000119523,"ALG2, alpha-1,3/1,6-mannosyltransferase(ALG2)",Homo sapiens,"R-HSA-446193:R-HSA-446193,R-HSA-4549349:R-HSA-4549349,"
ENSG00000184675,APC membrane recruitment protein 1(AMER1),Homo sapiens,"R-HSA-195253:R-HSA-195253,R-HSA-196299:R-HSA-196299,R-HSA-4641262:R-HSA-4641262,R-HSA-5339716:R-HSA-5339716,R-HSA-5358747:R-HSA-5358747,R-HSA-5358749:R-HSA-5358749,R-HSA-5358751:R-HSA-5358751,R-HSA-5358752:R-HSA-5358752,R-HSA-5467337:R-HSA-5467337,R-HSA-5467340:R-HSA-5467340,R-HSA-5467348:R-HSA-5467348,"
ENSG00000251503,APITD1-CORT readthrough(APITD1-CORT),Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-606279:R-HSA-606279,R-HSA-6783310:R-HSA-6783310,R-HSA-68877:R-HSA-68877,"
ENSG00000054267,AT-rich interaction domain 4B(ARID4B),Homo sapiens,"R-HSA-3214815:R-HSA-3214815,R-HSA-427413:R-HSA-427413,"
ENSG00000141338,ATP binding cassette subfamily A member 8(ABCA8),Homo sapiens,"R-HSA-382556:R-HSA-382556,"
ENSG00000154258,ATP binding cassette subfamily A member 9(ABCA9),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,"
ENSG00000023839,ATP binding cassette subfamily C member 2(ABCC2),Homo sapiens,"R-HSA-382556:R-HSA-382556,R-HSA-5679001:R-HSA-5679001,"
ENSG00000119688,ATP binding cassette subfamily D member 4(ABCD4),Homo sapiens,"R-HSA-196741:R-HSA-196741,R-HSA-5683329:R-HSA-5683329,"
ENSG00000164163,ATP binding cassette subfamily E member 1(ABCE1),Homo sapiens,"R-HSA-382556:R-HSA-382556,"
ENSG00000160179,ATP binding cassette subfamily G member 1(ABCG1),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,R-HSA-194223:R-HSA-194223,"
ENSG00000172350,ATP binding cassette subfamily G member 4(ABCG4),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,"
ENSG00000138075,ATP binding cassette subfamily G member 5(ABCG5),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,R-HSA-265473:R-HSA-265473,R-HSA-5679090:R-HSA-5679090,R-HSA-5679096:R-HSA-5679096,"
ENSG00000185883,ATPase H+ transporting V0 subunit c(ATP6V0C),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000147614,ATPase H+ transporting V0 subunit d2(ATP6V0D2),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000171130,ATPase H+ transporting V0 subunit e2(ATP6V0E2),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000131100,ATPase H+ transporting V1 subunit E1(ATP6V1E1),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000128524,ATPase H+ transporting V1 subunit F(ATP6V1F),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000047249,ATPase H+ transporting V1 subunit H(ATP6V1H),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-167590:R-HSA-167590,R-HSA-182218:R-HSA-182218,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000071553,ATPase H+ transporting accessory protein 1(ATP6AP1),Homo sapiens,"R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000068650,ATPase phospholipid transporting 11A(ATP11A),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000104043,ATPase phospholipid transporting 8B4 (putative)(ATP8B4),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
