,features,importance_vals
429,R-HSA-389948,0.020689606270752847
422,R-HSA-1461973,0.01927036636819442
255,R-HSA-9749641,0.019139980322991808
1256,R-HSA-549132,0.019115156804521877
106,R-HSA-9664417,0.01734360655148824
970,R-HSA-264876,0.01713393130339682
41,R-HSA-6791226,0.017107140676428875
187,R-HSA-5633007,0.016667450995494923
1201,R-HSA-72662,0.016618133623463413
440,R-HSA-9010553,0.016405027466316825
1252,R-HSA-156902,0.016373117650315787
296,R-HSA-202733,0.015909376979107038
250,R-HSA-189483,0.015746987155580427
203,R-HSA-9006931,0.01572064837285628
878,R-HSA-3000480,0.015450920692334573
367,R-HSA-5685942,0.015444050325701635
458,R-HSA-202430,0.014966390235349536
661,R-HSA-3928662,0.014795419115883609
129,R-HSA-5083635,0.014744386076927185
1098,R-HSA-379716,0.014725807828169006
859,R-HSA-9671555,0.014505776519945357
1202,R-HSA-72695,0.014253342578498026
461,R-HSA-5668541,0.014174912045321737
1022,R-HSA-4641257,0.014090421140038719
457,R-HSA-202424,0.014039645344018937
825,R-HSA-451927,0.013840278331190347
446,R-HSA-5675482,0.013763779589983946
867,R-HSA-4641263,0.013722840723736833
980,R-HSA-8950505,0.013650284587250401
722,R-HSA-446353,0.013644647283945233
842,R-HSA-68875,0.013517167558893562
1183,R-HSA-1234176,0.013426499363655845
466,R-HSA-977606,0.013380081462673842
406,R-HSA-2172127,0.013166757735113303
1114,R-HSA-174178,0.013146936210493248
1028,R-HSA-5654699,0.013048040998789171
288,R-HSA-164938,0.013021014203938345
664,R-HSA-901032,0.012960239926663538
86,R-HSA-2029482,0.01291941932674187
289,R-HSA-164952,0.01291236817681541
1173,R-HSA-9651496,0.012795827676503299
43,R-HSA-8868773,0.012746329707442782
372,R-HSA-5693568,0.012745325872674584
974,R-HSA-212676,0.012735580664593727
759,R-HSA-6782315,0.012711614715711524
40,R-HSA-391251,0.012577074614819139
1066,R-HSA-3134975,0.012474408520696064
688,R-HSA-168164,0.01239703013561666
599,R-HSA-6794361,0.01239535198158895
797,R-HSA-72766,0.01230979257573684
83,R-HSA-983231,0.012304979423061014
631,R-HSA-112315,0.012238585477947102
310,R-HSA-1251985,0.012228744698222726
180,R-HSA-389513,0.012161184463184326
785,R-HSA-392851,0.012152605395143231
953,R-HSA-5689896,0.012085989012848585
445,R-HSA-5357769,0.012060623002859453
1034,R-HSA-881907,0.01182768996222876
1043,R-HSA-9033658,0.011822113506301928
305,R-HSA-9675126,0.011720610287738964
347,R-HSA-9034015,0.011664116083799551
856,R-HSA-9020591,0.011661374874832594
1017,R-HSA-5387390,0.011593376255283753
549,R-HSA-8876384,0.011570994226106752
1247,R-HSA-349425,0.011523173516616225
2,R-HSA-5668914,0.01151554611666749
881,R-HSA-844456,0.011396259597192208
407,R-HSA-2424491,0.01131433420596295
761,R-HSA-112040,0.011313826376378226
1064,R-HSA-5099900,0.011297422282708188
497,R-HSA-1980143,0.011274927171568076
307,R-HSA-9013149,0.011217129839739453
454,R-HSA-201556,0.011213121204734004
946,R-HSA-8964038,0.01118285107659176
1006,R-HSA-187577,0.011130443719836573
1178,R-HSA-2214320,0.011124233507628863
1060,R-HSA-3238698,0.011123118471975129
863,R-HSA-6806667,0.011013425598745623
910,R-HSA-159231,0.010998563344279925
745,R-HSA-114604,0.010916685103438795
388,R-HSA-9704331,0.010852347943000495
1203,R-HSA-72702,0.010739022322619954
361,R-HSA-6803157,0.010697764344513416
438,R-HSA-72202,0.010691078003340711
1210,R-HSA-5654219,0.010651533186319284
1237,R-HSA-197264,0.010644658354188626
60,R-HSA-110329,0.010589593470407029
238,R-HSA-9679191,0.010578328976407647
744,R-HSA-391160,0.010457205407631894
605,R-HSA-6782210,0.010446483416793247
341,R-HSA-111471,0.010419931317058703
752,R-HSA-75892,0.01040972649352625
1132,R-HSA-211976,0.01039888384596755
827,R-HSA-9674555,0.01037023994140327
924,R-HSA-2995410,0.010280682313411187
778,R-HSA-4086398,0.010218283247255992
231,R-HSA-3214841,0.010181829705834389
494,R-HSA-168928,0.010136344493366778
163,R-HSA-1257604,0.010125921717553865
107,R-HSA-9664422,0.010125901130959392
765,R-HSA-418592,0.010123732188367285
645,R-HSA-9031628,0.010098835118211962
1039,R-HSA-913709,0.010097010200843215
410,R-HSA-416482,0.010092086451671397
947,R-HSA-8964043,0.010083977901376783
165,R-HSA-165159,0.010055746669725826
412,R-HSA-5602358,0.010036897317816814
701,R-HSA-447115,0.0100320735713467
330,R-HSA-186797,0.010002009380453576
959,R-HSA-69563,0.009918803504357735
0,R-HSA-3229121,0.009908031680000325
183,R-HSA-4420097,0.00987768922932446
1227,R-HSA-1482788,0.00984656101403137
322,R-HSA-69618,0.009784952673756682
291,R-HSA-9637690,0.009770912083452762
920,R-HSA-177243,0.009766157673827063
20,R-HSA-156584,0.009764510627913598
1160,R-HSA-389960,0.009751622819749173
413,R-HSA-5602498,0.009637057230186959
983,R-HSA-114508,0.009615330925832192
6,R-HSA-1483206,0.009583581347639362
313,R-HSA-983695,0.00955625316904237
872,R-HSA-5627117,0.009502473881002515
1027,R-HSA-5654693,0.009474276658147573
804,R-HSA-438064,0.009472806222038343
143,R-HSA-381038,0.009447533675605276
332,R-HSA-372708,0.00942560494877398
1094,R-HSA-111996,0.009390686619250724
124,R-HSA-1474244,0.009228957630693913
357,R-HSA-111465,0.009187651362541753
636,R-HSA-156711,0.009179458069653871
139,R-HSA-6811434,0.009158911521080882
269,R-HSA-390918,0.009152421083611747
763,R-HSA-202040,0.009126630440975229
293,R-HSA-2173793,0.009091194915041949
218,R-HSA-446219,0.009064770474409064
1194,R-HSA-180585,0.009064188126164179
286,R-HSA-162906,0.00904301305708941
411,R-HSA-5260271,0.009004907145087298
1077,R-HSA-445095,0.008982227230444551
526,R-HSA-187687,0.008981673458705094
640,R-HSA-6804760,0.00887378085559855
662,R-HSA-3928664,0.008839773045231899
786,R-HSA-400508,0.008821196615463123
1055,R-HSA-936964,0.00878304264624603
590,R-HSA-9013408,0.008773604693124071
1099,R-HSA-379724,0.008772745539317839
220,R-HSA-380259,0.008763584583357442
240,R-HSA-427413,0.008730869489954784
352,R-HSA-9614657,0.008712980834146341
194,R-HSA-69206,0.008670610298092166
475,R-HSA-5689880,0.008667479470993082
485,R-HSA-9648002,0.00863756095059216
