,features,importance_vals
532,R-HSA-4641262,0.10460546110058204
763,R-HSA-72306,0.09781595045351424
440,R-HSA-75955,0.09681075422093272
429,R-HSA-9758941,0.0955972606537398
558,R-HSA-381753,0.08748238677391783
312,R-HSA-5675221,0.08281544442288577
872,R-HSA-174154,0.08279771245201119
33,R-HSA-397795,0.08253942982293666
157,R-HSA-5617833,0.07259587146458216
5,R-HSA-8978868,0.06759723464667332
841,R-HSA-3560782,0.0650821198686026
875,R-HSA-445095,0.06361005968879908
154,R-HSA-425397,0.06313111544179265
825,R-HSA-983170,0.0620607649172598
274,R-HSA-5693568,0.06102066865423694
555,R-HSA-2514859,0.059603445860557255
822,R-HSA-373755,0.058615316066425296
909,R-HSA-8874081,0.05759040110278875
693,R-HSA-198725,0.05644198882393539
907,R-HSA-3000157,0.05514407621420105
130,R-HSA-3928665,0.05313367816619575
305,R-HSA-72312,0.05137147965957411
507,R-HSA-390471,0.04866816987749189
228,R-HSA-8949613,0.048239830371458084
685,R-HSA-9734009,0.04820245771668851
497,R-HSA-5678895,0.04798676495818654
675,R-HSA-447115,0.047496155267581344
229,R-HSA-1222556,0.04717725077527575
587,R-HSA-9612973,0.04381895378232002
350,R-HSA-198933,0.04356972686946392
132,R-HSA-8957275,0.03973525980545674
816,R-HSA-2132295,0.03967620138544589
774,R-HSA-437239,0.03910559210111387
846,R-HSA-1483255,0.0382528606033884
871,R-HSA-174084,0.03741410990944132
893,R-HSA-5620971,0.03732976982370019
866,R-HSA-192105,0.03682392712915316
807,R-HSA-167242,0.036735688792541625
190,R-HSA-446193,0.03620590580161661
225,R-HSA-1592230,0.03583499684929848
126,R-HSA-2682334,0.03497359194734599
283,R-HSA-9675136,0.03461049587815069
105,R-HSA-180786,0.03341283951885998
905,R-HSA-163841,0.0333423599624075
817,R-HSA-983189,0.033059988114400765
223,R-HSA-1268020,0.03248170236358419
882,R-HSA-1793185,0.03186303929542191
616,R-HSA-68875,0.030588884353637696
454,R-HSA-6794362,0.029495173629838972
202,R-HSA-69618,0.028421089802868664
422,R-HSA-8864260,0.028188611255027352
782,R-HSA-901042,0.02643852822249755
171,R-HSA-186712,0.026218597715487704
694,R-HSA-2142753,0.026051170288010326
697,R-HSA-9013106,0.02502476639463566
419,R-HSA-400253,0.02497029885998927
