,features,importance_vals
817,R-HSA-983189,0.2364378516608849
202,R-HSA-69618,0.1764923295285553
274,R-HSA-5693568,0.09073292383924127
825,R-HSA-983170,0.08665213567670435
157,R-HSA-5617833,0.05586685283051338
790,R-HSA-5205647,0.053789527930784974
558,R-HSA-381753,0.05189062216319144
841,R-HSA-3560782,0.05168833885574713
907,R-HSA-3000157,0.044177577468799425
1,R-HSA-877300,0.04385330862889532
33,R-HSA-397795,0.04237948033027351
5,R-HSA-8978868,0.04044832778163254
350,R-HSA-198933,0.03900257943663746
355,R-HSA-429947,0.038525622985325754
378,R-HSA-9664422,0.03732678545289673
774,R-HSA-437239,0.03730079866858432
822,R-HSA-373755,0.034169623989146206
152,R-HSA-948021,0.032367927271698134
454,R-HSA-6794362,0.032199439415708186
429,R-HSA-9758941,0.03185329155763611
875,R-HSA-445095,0.03171015984786209
928,R-HSA-5663084,0.03035911267681513
581,R-HSA-111996,0.029467525595100595
582,R-HSA-111997,0.029338172930292786
249,R-HSA-8848021,0.02905518399718858
773,R-HSA-8964043,0.02820747080782894
866,R-HSA-192105,0.02799119062256068
909,R-HSA-8874081,0.02740916260983795
697,R-HSA-9013106,0.026356063230196014
807,R-HSA-167242,0.025651978148816854
901,R-HSA-69610,0.02510715101612732
440,R-HSA-75955,0.024606081382371484
545,R-HSA-2871809,0.024213743396103382
881,R-HSA-379724,0.023842141307613928
685,R-HSA-9734009,0.02291925494559109
422,R-HSA-8864260,0.02212931327521801
693,R-HSA-198725,0.021350476751104
459,R-HSA-9633012,0.019486000193282962
497,R-HSA-5678895,0.018980670915916563
893,R-HSA-5620971,0.01897289385087788
846,R-HSA-1483255,0.018939500419364777
223,R-HSA-1268020,0.018777836430817842
158,R-HSA-5620920,0.017693197745829822
418,R-HSA-381340,0.017505732914432883
469,R-HSA-69190,0.017407288788817823
789,R-HSA-75067,0.017342470927978866
555,R-HSA-2514859,0.017081809472074383
439,R-HSA-674695,0.016498507692012936
