,features,importance_vals
555,R-HSA-2514859,0.12219180141575635
532,R-HSA-4641262,0.11152171011082829
817,R-HSA-983189,0.08264516675379127
558,R-HSA-381753,0.07815502692945302
485,R-HSA-9687139,0.0666320292558521
928,R-HSA-5663084,0.0647151692211628
763,R-HSA-72306,0.06263123128097504
841,R-HSA-3560782,0.04319136310921749
33,R-HSA-397795,0.0427996425004676
355,R-HSA-429947,0.04180893390439451
757,R-HSA-3301854,0.04067072484409437
5,R-HSA-8978868,0.0390439734281972
675,R-HSA-447115,0.036298943241126834
907,R-HSA-3000157,0.03605567092745332
875,R-HSA-445095,0.03588728033122607
782,R-HSA-901042,0.03422613555332646
844,R-HSA-168638,0.03280342623824253
581,R-HSA-111996,0.029911490807135125
822,R-HSA-373755,0.02886219524545595
80,R-HSA-1655829,0.02754176322137937
105,R-HSA-180786,0.026961189630674197
790,R-HSA-5205647,0.025011848765425383
154,R-HSA-425397,0.024356055820244363
693,R-HSA-198725,0.024180361772887408
893,R-HSA-5620971,0.022226286821532996
497,R-HSA-5678895,0.021565721865626983
912,R-HSA-8852276,0.02082090281503042
882,R-HSA-1793185,0.020804318326408975
418,R-HSA-381340,0.02070885312743485
265,R-HSA-3108214,0.01916534763353411
229,R-HSA-1222556,0.018071962010581047
550,R-HSA-1296059,0.017378679508401548
670,R-HSA-1483166,0.0173516002195538
378,R-HSA-9664422,0.017338507157983258
440,R-HSA-75955,0.017248565850313754
601,R-HSA-451927,0.017048131016781553
422,R-HSA-8864260,0.016762597624910995
84,R-HSA-163685,0.01661800657748245
880,R-HSA-211981,0.0157885090255877
905,R-HSA-163841,0.0155708256039361
872,R-HSA-174154,0.015542005088645965
881,R-HSA-379724,0.015179177527315915
694,R-HSA-2142753,0.014991074227546052
878,R-HSA-211897,0.013338775217926013
346,R-HSA-4791275,0.01298648455296643
454,R-HSA-6794362,0.012972861402085983
1,R-HSA-877300,0.012653241860098205
469,R-HSA-69190,0.012626600415678695
713,R-HSA-167172,0.012171141023864039
157,R-HSA-5617833,0.011172576452372596
155,R-HSA-425407,0.010478481061873025
616,R-HSA-68875,0.010432711839675902
663,R-HSA-445989,0.010011076349765063
328,R-HSA-6791312,0.009813626261311582
274,R-HSA-5693568,0.0096024455857696
453,R-HSA-6794361,0.009575209764298051
223,R-HSA-1268020,0.009392999307165155
283,R-HSA-9675136,0.009374275753216352
132,R-HSA-8957275,0.009309410030400613
545,R-HSA-2871809,0.009093167624669149
507,R-HSA-390471,0.008999969560391037
251,R-HSA-72163,0.008799946904764511
228,R-HSA-8949613,0.008450008443323895
945,R-HSA-4641257,0.008398237628862262
287,R-HSA-9704331,0.007941375247828546
439,R-HSA-674695,0.007619859066471691
780,R-HSA-5387390,0.0072301617446828455
894,R-HSA-1592389,0.00673293671628926
587,R-HSA-9612973,0.006491406483764877
584,R-HSA-112043,0.006200708871765528
816,R-HSA-2132295,0.006139641734771431
189,R-HSA-3781860,0.006101618763223087
459,R-HSA-9633012,0.006052935642655939
202,R-HSA-69618,0.005961507280590013
152,R-HSA-948021,0.005911020967760123
633,R-HSA-1227990,0.0058606667106505484
249,R-HSA-8848021,0.00583684173063375
419,R-HSA-400253,0.00577129091223469
918,R-HSA-70268,0.005753656393471829
350,R-HSA-198933,0.005677367952630448
549,R-HSA-1296041,0.005623165377182886
34,R-HSA-438064,0.005580826926452573
171,R-HSA-186712,0.0055626430321717634
126,R-HSA-2682334,0.005547249473165721
367,R-HSA-977606,0.005128938855632441
906,R-HSA-1650814,0.005128467238537268
730,R-HSA-9029569,0.005031426648856723
462,R-HSA-110314,0.005009243552267435
557,R-HSA-373080,0.004962070355541073
305,R-HSA-72312,0.004904689500399399
191,R-HSA-446219,0.004850172419101
312,R-HSA-5675221,0.00484668014672934
449,R-HSA-72187,0.004742647811799543
347,R-HSA-9659379,0.004684426917374367
102,R-HSA-171319,0.004587024046413717
701,R-HSA-622312,0.004576803691743407
788,R-HSA-6807505,0.004496904467232526
685,R-HSA-9734009,0.004425487271510065
417,R-HSA-350054,0.004351015720603754
